verh;f_p;begin_slice;end_slice; p_n;   p_n+k;    m(S);    e(S);  #(S<F);    f(S);f(S)-3m(S);   stable;    u(S); fne(S);   sum(A)
2.7116590914;3.00287929581;5002;12314;48623;131849;48623;7314;31689;146009;140;         ;131849;97702;6740703736
2.7119058882;3.00287929581;5002;12315;48623;131861;48623;7315;31690;146009;140;         ;131861;97702;6740655113
2.7125228801;3.00287929581;5002;12316;48623;131891;48623;7316;31691;146009;140;         ;131891;97702;6740606490
2.7125640129;3.00287929581;5002;12317;48623;131893;48623;7317;31692;146009;140;         ;131893;97702;6740557867
2.7126874113;3.00287929581;5002;12318;48623;131899;48623;7318;31693;146009;140;         ;131899;97702;6740509244
2.7128930753;3.00287929581;5002;12319;48623;131909;48623;7319;31694;146009;140;         ;131909;97702;6740460621
2.7132632705;3.00287929581;5002;12320;48623;131927;48623;7320;31695;146009;140;         ;131927;97702;6740411998
2.7133866689;3.00287929581;5002;12321;48623;131933;48623;7321;31696;146009;140;         ;131933;97702;6740363375
2.7135100673;3.00287929581;5002;12322;48623;131939;48623;7322;31697;146009;140;         ;131939;97702;6740314752
2.7135512000;3.00287929581;5002;12323;48623;131941;48623;7323;31698;146009;140;         ;131941;97702;6740266129
2.7136745984;3.00287929581;5002;12324;48623;131947;48623;7324;31699;146009;140;         ;131947;97702;6740217506
2.7139213952;3.00287929581;5002;12325;48623;131959;48623;7325;31700;146009;140;         ;131959;97702;6740168883
2.7141270592;3.00287929581;5002;12326;48623;131969;48623;7326;31701;146009;140;         ;131969;97702;6740120260
2.7147851840;3.00287929581;5002;12327;48623;132001;48623;7327;31702;146009;140;         ;132001;97702;6740071637
2.7151553791;3.00287929581;5002;12328;48623;132019;48623;7328;31703;146009;140;         ;132019;97702;6740023014
2.7157312383;3.00287929581;5002;12329;48623;132047;48623;7329;31704;146009;140;         ;132047;97702;6739974391
2.7157723711;3.00287929581;5002;12330;48623;132049;48623;7330;31705;146009;140;         ;132049;97702;6739925768
2.7159780351;3.00287929581;5002;12331;48623;132059;48623;7331;31706;146009;140;         ;132059;97702;6739877145
2.7162248319;3.00287929581;5002;12332;48623;132071;48623;7332;31707;146009;140;         ;132071;97702;6739828522
2.7168829566;3.00287929581;5002;12333;48623;132103;48623;7333;31708;146009;140;         ;132103;97702;6739779899
2.7170063550;3.00287929581;5002;12334;48623;132109;48623;7334;31709;146009;140;         ;132109;97702;6739731276
2.7170886206;3.00287929581;5002;12335;48623;132113;48623;7335;31710;146009;140;         ;132113;97702;6739682653
2.7175822142;3.00287929581;5002;12336;48623;132137;48623;7336;31711;146009;140;         ;132137;97702;6739634030
2.7178701438;3.00287929581;5002;12337;48623;132151;48623;7337;31712;146009;140;         ;132151;97702;6739585407
2.7179935422;3.00287929581;5002;12338;48623;132157;48623;7338;31713;146009;140;         ;132157;97702;6739536784
2.7182403389;3.00287929581;5002;12339;48623;132169;48623;7339;31714;146009;140;         ;132169;97702;6739488161
2.7183226045;3.00287929581;5002;12340;48623;132173;48623;7340;31715;146009;140;         ;132173;97702;6739439538
2.7188573309;3.00287929581;5002;12341;48623;132199;48623;7341;31716;146009;140;         ;132199;97702;6739390915
2.7194743229;3.00287929581;5002;12342;48623;132229;48623;7342;31717;146009;140;         ;132229;97702;6739342292
2.7195565884;3.00287929581;5002;12343;48623;132233;48623;7343;31718;146009;140;         ;132233;97702;6739293669
2.7197211196;3.00287929581;5002;12344;48623;132241;48623;7344;31719;146009;140;         ;132241;97702;6739245046
2.7198445180;3.00287929581;5002;12345;48623;132247;48623;7345;31720;146009;140;         ;132247;97702;6739196423
2.7200501820;3.00287929581;5002;12346;48623;132257;48623;7346;31721;146009;140;         ;132257;97702;6739147800
2.7201735804;3.00287929581;5002;12347;48623;132263;48623;7347;31722;146009;140;         ;132263;97702;6739099177
2.7205849084;3.00287929581;5002;12348;48623;132283;48623;7348;31723;146009;140;         ;132283;97702;6739050554
2.7206671740;3.00287929581;5002;12349;48623;132287;48623;7349;31724;146009;140;         ;132287;97702;6739001931
2.7209139708;3.00287929581;5002;12350;48623;132299;48623;7350;31725;146009;140;         ;132299;97702;6738953308
2.7212019003;3.00287929581;5002;12351;48623;132313;48623;7351;31726;146009;140;         ;132313;97702;6738904685
2.7215309627;3.00287929581;5002;12352;48623;132329;48623;7352;31727;146009;140;         ;132329;97702;6738856062
2.7215720955;3.00287929581;5002;12353;48623;132331;48623;7353;31728;146009;140;         ;132331;97702;6738807439
2.7219011579;3.00287929581;5002;12354;48623;132347;48623;7354;31729;146009;140;         ;132347;97702;6738758816
2.7221890875;3.00287929581;5002;12355;48623;132361;48623;7355;31730;146009;140;         ;132361;97702;6738710193
2.7223124859;3.00287929581;5002;12356;48623;132367;48623;7356;31731;146009;140;         ;132367;97702;6738661570
2.7223947515;3.00287929581;5002;12357;48623;132371;48623;7357;31732;146009;140;         ;132371;97702;6738612947
2.7226415482;3.00287929581;5002;12358;48623;132383;48623;7358;31733;146009;140;         ;132383;97702;6738564324
2.7230528762;3.00287929581;5002;12359;48623;132403;48623;7359;31734;146009;140;         ;132403;97702;6738515701
2.7231762746;3.00287929581;5002;12360;48623;132409;48623;7360;31735;146009;140;         ;132409;97702;6738467078
2.7234230714;3.00287929581;5002;12361;48623;132421;48623;7361;31736;146009;140;         ;132421;97702;6738418455
2.7237521338;3.00287929581;5002;12362;48623;132437;48623;7362;31737;146009;140;         ;132437;97702;6738369832
2.7237932666;3.00287929581;5002;12363;48623;132439;48623;7363;31738;146009;140;         ;132439;97702;6738321209
2.7244102585;3.00287929581;5002;12364;48623;132469;48623;7364;31739;146009;140;         ;132469;97702;6738272586
2.7248627193;3.00287929581;5002;12365;48623;132491;48623;7365;31740;146009;140;         ;132491;97702;6738223963
2.7250272505;3.00287929581;5002;12366;48623;132499;48623;7366;31741;146009;140;         ;132499;97702;6738175340
2.7252740473;3.00287929581;5002;12367;48623;132511;48623;7367;31742;146009;140;         ;132511;97702;6738126717
2.7255208440;3.00287929581;5002;12368;48623;132523;48623;7368;31743;146009;140;         ;132523;97702;6738078094
2.7256031096;3.00287929581;5002;12369;48623;132527;48623;7369;31744;146009;140;         ;132527;97702;6738029471
2.7256442424;3.00287929581;5002;12370;48623;132529;48623;7370;31745;146009;140;         ;132529;97702;6737980848
2.7257265080;3.00287929581;5002;12371;48623;132533;48623;7371;31746;146009;140;         ;132533;97702;6737932225
2.7258910392;3.00287929581;5002;12372;48623;132541;48623;7372;31747;146009;140;         ;132541;97702;6737883602
2.7260144376;3.00287929581;5002;12373;48623;132547;48623;7373;31748;146009;140;         ;132547;97702;6737834979
2.7268782264;3.00287929581;5002;12374;48623;132589;48623;7374;31749;146009;140;         ;132589;97702;6737786356
2.7272484215;3.00287929581;5002;12375;48623;132607;48623;7375;31750;146009;140;         ;132607;97702;6737737733
2.7273306871;3.00287929581;5002;12376;48623;132611;48623;7376;31751;146009;140;         ;132611;97702;6737689110
2.7274952183;3.00287929581;5002;12377;48623;132619;48623;7377;31752;146009;140;         ;132619;97702;6737640487
2.7275774839;3.00287929581;5002;12378;48623;132623;48623;7378;31753;146009;140;         ;132623;97702;6737591864
2.7277420151;3.00287929581;5002;12379;48623;132631;48623;7379;31754;146009;140;         ;132631;97702;6737543241
2.7278654135;3.00287929581;5002;12380;48623;132637;48623;7380;31755;146009;140;         ;132637;97702;6737494618
2.7280710775;3.00287929581;5002;12381;48623;132647;48623;7381;31756;146009;140;         ;132647;97702;6737445995
2.7283590071;3.00287929581;5002;12382;48623;132661;48623;7382;31757;146009;140;         ;132661;97702;6737397372
2.7284824054;3.00287929581;5002;12383;48623;132667;48623;7383;31758;146009;140;         ;132667;97702;6737348749
2.7287292022;3.00287929581;5002;12384;48623;132679;48623;7384;31759;146009;140;         ;132679;97702;6737300126
2.7289348662;3.00287929581;5002;12385;48623;132689;48623;7385;31760;146009;140;         ;132689;97702;6737251503
2.7290993974;3.00287929581;5002;12386;48623;132697;48623;7386;31761;146009;140;         ;132697;97702;6737202880
2.7291816630;3.00287929581;5002;12387;48623;132701;48623;7387;31762;146009;140;         ;132701;97702;6737154257
2.7293050614;3.00287929581;5002;12388;48623;132707;48623;7388;31763;146009;140;         ;132707;97702;6737105634
2.7293461942;3.00287929581;5002;12389;48623;132709;48623;7389;31764;146009;140;         ;132709;97702;6737057011
2.7295929910;3.00287929581;5002;12390;48623;132721;48623;7390;31765;146009;140;         ;132721;97702;6737008388
2.7299631861;3.00287929581;5002;12391;48623;132739;48623;7391;31766;146009;140;         ;132739;97702;6736959765
2.7301688501;3.00287929581;5002;12392;48623;132749;48623;7392;31767;146009;140;         ;132749;97702;6736911142
2.7302099829;3.00287929581;5002;12393;48623;132751;48623;7393;31768;146009;140;         ;132751;97702;6736862519
2.7303333813;3.00287929581;5002;12394;48623;132757;48623;7394;31769;146009;140;         ;132757;97702;6736813896
2.7304156469;3.00287929581;5002;12395;48623;132761;48623;7395;31770;146009;140;         ;132761;97702;6736765273
2.7304567797;3.00287929581;5002;12396;48623;132763;48623;7396;31771;146009;140;         ;132763;97702;6736716650
2.7315673652;3.00287929581;5002;12397;48623;132817;48623;7397;31772;146009;140;         ;132817;97702;6736668027
2.7318964276;3.00287929581;5002;12398;48623;132833;48623;7398;31773;146009;140;         ;132833;97702;6736619404
2.7322666228;3.00287929581;5002;12399;48623;132851;48623;7399;31774;146009;140;         ;132851;97702;6736570781
2.7323900212;3.00287929581;5002;12400;48623;132857;48623;7400;31775;146009;140;         ;132857;97702;6736522158
2.7324311540;3.00287929581;5002;12401;48623;132859;48623;7401;31776;146009;140;         ;132859;97702;6736473535
2.7325134196;3.00287929581;5002;12402;48623;132863;48623;7402;31777;146009;140;         ;132863;97702;6736424912
2.7330070131;3.00287929581;5002;12403;48623;132887;48623;7403;31778;146009;140;         ;132887;97702;6736376289
2.7331304115;3.00287929581;5002;12404;48623;132893;48623;7404;31779;146009;140;         ;132893;97702;6736327666
2.7335006067;3.00287929581;5002;12405;48623;132911;48623;7405;31780;146009;140;         ;132911;97702;6736279043
2.7338708019;3.00287929581;5002;12406;48623;132929;48623;7406;31781;146009;140;         ;132929;97702;6736230420
2.7342409971;3.00287929581;5002;12407;48623;132947;48623;7407;31782;146009;140;         ;132947;97702;6736181797
2.7342821299;3.00287929581;5002;12408;48623;132949;48623;7408;31783;146009;140;         ;132949;97702;6736133174
2.7343643955;3.00287929581;5002;12409;48623;132953;48623;7409;31784;146009;140;         ;132953;97702;6736084551
2.7345289266;3.00287929581;5002;12410;48623;132961;48623;7410;31785;146009;140;         ;132961;97702;6736035928
2.7346523250;3.00287929581;5002;12411;48623;132967;48623;7411;31786;146009;140;         ;132967;97702;6735987305
2.7347345906;3.00287929581;5002;12412;48623;132971;48623;7412;31787;146009;140;         ;132971;97702;6735938682
2.7351047858;3.00287929581;5002;12413;48623;132989;48623;7413;31788;146009;140;         ;132989;97702;6735890059
2.7355983794;3.00287929581;5002;12414;48623;133013;48623;7414;31789;146009;140;         ;133013;97702;6735841436
2.7360097073;3.00287929581;5002;12415;48623;133033;48623;7415;31790;146009;140;         ;133033;97702;6735792813
2.7361331057;3.00287929581;5002;12416;48623;133039;48623;7416;31791;146009;140;         ;133039;97702;6735744190
2.7363799025;3.00287929581;5002;12417;48623;133051;48623;7417;31792;146009;140;         ;133051;97702;6735695567
2.7367500977;3.00287929581;5002;12418;48623;133069;48623;7418;31793;146009;140;         ;133069;97702;6735646944
2.7368323633;3.00287929581;5002;12419;48623;133073;48623;7419;31794;146009;140;         ;133073;97702;6735598321
2.7371202929;3.00287929581;5002;12420;48623;133087;48623;7420;31795;146009;140;         ;133087;97702;6735549698
2.7373259569;3.00287929581;5002;12421;48623;133097;48623;7421;31796;146009;140;         ;133097;97702;6735501075
2.7374493552;3.00287929581;5002;12422;48623;133103;48623;7422;31797;146009;140;         ;133103;97702;6735452452
2.7375727536;3.00287929581;5002;12423;48623;133109;48623;7423;31798;146009;140;         ;133109;97702;6735403829
2.7377372848;3.00287929581;5002;12424;48623;133117;48623;7424;31799;146009;140;         ;133117;97702;6735355206
2.7378195504;3.00287929581;5002;12425;48623;133121;48623;7425;31800;146009;140;         ;133121;97702;6735306583
2.7384776752;3.00287929581;5002;12426;48623;133153;48623;7426;31801;146009;140;         ;133153;97702;6735257960
2.7385599408;3.00287929581;5002;12427;48623;133157;48623;7427;31802;146009;140;         ;133157;97702;6735209337
2.7388067376;3.00287929581;5002;12428;48623;133169;48623;7428;31803;146009;140;         ;133169;97702;6735160714
2.7390946671;3.00287929581;5002;12429;48623;133183;48623;7429;31804;146009;140;         ;133183;97702;6735112091
2.7391769327;3.00287929581;5002;12430;48623;133187;48623;7430;31805;146009;140;         ;133187;97702;6735063468
2.7394648623;3.00287929581;5002;12431;48623;133201;48623;7431;31806;146009;140;         ;133201;97702;6735014845
2.7397116591;3.00287929581;5002;12432;48623;133213;48623;7432;31807;146009;140;         ;133213;97702;6734966222
2.7402875183;3.00287929581;5002;12433;48623;133241;48623;7433;31808;146009;140;         ;133241;97702;6734917599
2.7405343150;3.00287929581;5002;12434;48623;133253;48623;7434;31809;146009;140;         ;133253;97702;6734868976
2.7406988462;3.00287929581;5002;12435;48623;133261;48623;7435;31810;146009;140;         ;133261;97702;6734820353
2.7409045102;3.00287929581;5002;12436;48623;133271;48623;7436;31811;146009;140;         ;133271;97702;6734771730
2.7410279086;3.00287929581;5002;12437;48623;133277;48623;7437;31812;146009;140;         ;133277;97702;6734723107
2.7410690414;3.00287929581;5002;12438;48623;133279;48623;7438;31813;146009;140;         ;133279;97702;6734674484
2.7411513070;3.00287929581;5002;12439;48623;133283;48623;7439;31814;146009;140;         ;133283;97702;6734625861
2.7415626350;3.00287929581;5002;12440;48623;133303;48623;7440;31815;146009;140;         ;133303;97702;6734577238
2.7418916973;3.00287929581;5002;12441;48623;133319;48623;7441;31816;146009;140;         ;133319;97702;6734528615
2.7419328301;3.00287929581;5002;12442;48623;133321;48623;7442;31817;146009;140;         ;133321;97702;6734479992
2.7420562285;3.00287929581;5002;12443;48623;133327;48623;7443;31818;146009;140;         ;133327;97702;6734431369
2.7422618925;3.00287929581;5002;12444;48623;133337;48623;7444;31819;146009;140;         ;133337;97702;6734382746
2.7425086893;3.00287929581;5002;12445;48623;133349;48623;7445;31820;146009;140;         ;133349;97702;6734334123
2.7425498221;3.00287929581;5002;12446;48623;133351;48623;7446;31821;146009;140;         ;133351;97702;6734285500
2.7431256813;3.00287929581;5002;12447;48623;133379;48623;7447;31822;146009;140;         ;133379;97702;6734236877
2.7432902125;3.00287929581;5002;12448;48623;133387;48623;7448;31823;146009;140;         ;133387;97702;6734188254
2.7433724780;3.00287929581;5002;12449;48623;133391;48623;7449;31824;146009;140;         ;133391;97702;6734139631
2.7436192748;3.00287929581;5002;12450;48623;133403;48623;7450;31825;146009;140;         ;133403;97702;6734091008
2.7439072044;3.00287929581;5002;12451;48623;133417;48623;7451;31826;146009;140;         ;133417;97702;6734042385
2.7443596652;3.00287929581;5002;12452;48623;133439;48623;7452;31827;146009;140;         ;133439;97702;6733993762
2.7445241964;3.00287929581;5002;12453;48623;133447;48623;7453;31828;146009;140;         ;133447;97702;6733945139
2.7446064620;3.00287929581;5002;12454;48623;133451;48623;7454;31829;146009;140;         ;133451;97702;6733896516
2.7452234539;3.00287929581;5002;12455;48623;133481;48623;7455;31830;146009;140;         ;133481;97702;6733847893
2.7454702507;3.00287929581;5002;12456;48623;133493;48623;7456;31831;146009;140;         ;133493;97702;6733799270
2.7455936491;3.00287929581;5002;12457;48623;133499;48623;7457;31832;146009;140;         ;133499;97702;6733750647
2.7460049771;3.00287929581;5002;12458;48623;133519;48623;7458;31833;146009;140;         ;133519;97702;6733702024
2.7464574378;3.00287929581;5002;12459;48623;133541;48623;7459;31834;146009;140;         ;133541;97702;6733653401
2.7464985706;3.00287929581;5002;12460;48623;133543;48623;7460;31835;146009;140;         ;133543;97702;6733604778
2.7468276330;3.00287929581;5002;12461;48623;133559;48623;7461;31836;146009;140;         ;133559;97702;6733556155
2.7470744298;3.00287929581;5002;12462;48623;133571;48623;7462;31837;146009;140;         ;133571;97702;6733507532
2.7473212266;3.00287929581;5002;12463;48623;133583;48623;7463;31838;146009;140;         ;133583;97702;6733458909
2.7476091562;3.00287929581;5002;12464;48623;133597;48623;7464;31839;146009;140;         ;133597;97702;6733410286
2.7483084137;3.00287929581;5002;12465;48623;133631;48623;7465;31840;146009;140;         ;133631;97702;6733361663
2.7483495465;3.00287929581;5002;12466;48623;133633;48623;7466;31841;146009;140;         ;133633;97702;6733313040
2.7486786089;3.00287929581;5002;12467;48623;133649;48623;7467;31842;146009;140;         ;133649;97702;6733264417
2.7488431401;3.00287929581;5002;12468;48623;133657;48623;7468;31843;146009;140;         ;133657;97702;6733215794
2.7490899369;3.00287929581;5002;12469;48623;133669;48623;7469;31844;146009;140;         ;133669;97702;6733167171
2.7491722025;3.00287929581;5002;12470;48623;133673;48623;7470;31845;146009;140;         ;133673;97702;6733118548
2.7495423976;3.00287929581;5002;12471;48623;133691;48623;7471;31846;146009;140;         ;133691;97702;6733069925
2.7496657960;3.00287929581;5002;12472;48623;133697;48623;7472;31847;146009;140;         ;133697;97702;6733021302
2.7499125928;3.00287929581;5002;12473;48623;133709;48623;7473;31848;146009;140;         ;133709;97702;6732972679
2.7499537256;3.00287929581;5002;12474;48623;133711;48623;7474;31849;146009;140;         ;133711;97702;6732924056
2.7500771240;3.00287929581;5002;12475;48623;133717;48623;7475;31850;146009;140;         ;133717;97702;6732875433
2.7502005224;3.00287929581;5002;12476;48623;133723;48623;7476;31851;146009;140;         ;133723;97702;6732826810
2.7504061864;3.00287929581;5002;12477;48623;133733;48623;7477;31852;146009;140;         ;133733;97702;6732778187
2.7511465767;3.00287929581;5002;12478;48623;133769;48623;7478;31853;146009;140;         ;133769;97702;6732729564
2.7513933735;3.00287929581;5002;12479;48623;133781;48623;7479;31854;146009;140;         ;133781;97702;6732680941
2.7518047015;3.00287929581;5002;12480;48623;133801;48623;7480;31855;146009;140;         ;133801;97702;6732632318
2.7520103655;3.00287929581;5002;12481;48623;133811;48623;7481;31856;146009;140;         ;133811;97702;6732583695
2.7520514983;3.00287929581;5002;12482;48623;133813;48623;7482;31857;146009;140;         ;133813;97702;6732535072
2.7524216934;3.00287929581;5002;12483;48623;133831;48623;7483;31858;146009;140;         ;133831;97702;6732486449
2.7526684902;3.00287929581;5002;12484;48623;133843;48623;7484;31859;146009;140;         ;133843;97702;6732437826
2.7528741542;3.00287929581;5002;12485;48623;133853;48623;7485;31860;146009;140;         ;133853;97702;6732389203
2.7532854822;3.00287929581;5002;12486;48623;133873;48623;7486;31861;146009;140;         ;133873;97702;6732340580
2.7533677478;3.00287929581;5002;12487;48623;133877;48623;7487;31862;146009;140;         ;133877;97702;6732291957
2.7542315365;3.00287929581;5002;12488;48623;133919;48623;7488;31863;146009;140;         ;133919;97702;6732243334
2.7548485285;3.00287929581;5002;12489;48623;133949;48623;7489;31864;146009;140;         ;133949;97702;6732194711
2.7551364581;3.00287929581;5002;12490;48623;133963;48623;7490;31865;146009;140;         ;133963;97702;6732146088
2.7552187236;3.00287929581;5002;12491;48623;133967;48623;7491;31866;146009;140;         ;133967;97702;6732097465
2.7554655204;3.00287929581;5002;12492;48623;133979;48623;7492;31867;146009;140;         ;133979;97702;6732048842
2.7555066532;3.00287929581;5002;12493;48623;133981;48623;7493;31868;146009;140;         ;133981;97702;6732000219
2.7557534500;3.00287929581;5002;12494;48623;133993;48623;7494;31869;146009;140;         ;133993;97702;6731951596
2.7558768484;3.00287929581;5002;12495;48623;133999;48623;7495;31870;146009;140;         ;133999;97702;6731902973
2.7565761060;3.00287929581;5002;12496;48623;134033;48623;7496;31871;146009;140;         ;134033;97702;6731854350
2.7566995043;3.00287929581;5002;12497;48623;134039;48623;7497;31872;146009;140;         ;134039;97702;6731805727
2.7568640355;3.00287929581;5002;12498;48623;134047;48623;7498;31873;146009;140;         ;134047;97702;6731757104
2.7569874339;3.00287929581;5002;12499;48623;134053;48623;7499;31874;146009;140;         ;134053;97702;6731708481
2.7571108323;3.00287929581;5002;12500;48623;134059;48623;7500;31875;146009;140;         ;134059;97702;6731659858
2.7574810275;3.00287929581;5002;12501;48623;134077;48623;7501;31876;146009;140;         ;134077;97702;6731611235
2.7575632931;3.00287929581;5002;12502;48623;134081;48623;7502;31877;146009;140;         ;134081;97702;6731562612
2.7576866915;3.00287929581;5002;12503;48623;134087;48623;7503;31878;146009;140;         ;134087;97702;6731513989
2.7577278243;3.00287929581;5002;12504;48623;134089;48623;7504;31879;146009;140;         ;134089;97702;6731465366
2.7578100899;3.00287929581;5002;12505;48623;134093;48623;7505;31880;146009;140;         ;134093;97702;6731416743
2.7585504802;3.00287929581;5002;12506;48623;134129;48623;7506;31881;146009;140;         ;134129;97702;6731368120
2.7590440738;3.00287929581;5002;12507;48623;134153;48623;7507;31882;146009;140;         ;134153;97702;6731319497
2.7592086050;3.00287929581;5002;12508;48623;134161;48623;7508;31883;146009;140;         ;134161;97702;6731270874
2.7594142690;3.00287929581;5002;12509;48623;134171;48623;7509;31884;146009;140;         ;134171;97702;6731222251
2.7595376674;3.00287929581;5002;12510;48623;134177;48623;7510;31885;146009;140;         ;134177;97702;6731173628
2.7598255969;3.00287929581;5002;12511;48623;134191;48623;7511;31886;146009;140;         ;134191;97702;6731125005
2.7601546593;3.00287929581;5002;12512;48623;134207;48623;7512;31887;146009;140;         ;134207;97702;6731076382
2.7602780577;3.00287929581;5002;12513;48623;134213;48623;7513;31888;146009;140;         ;134213;97702;6731027759
2.7604014561;3.00287929581;5002;12514;48623;134219;48623;7514;31889;146009;140;         ;134219;97702;6730979136
2.7605659873;3.00287929581;5002;12515;48623;134227;48623;7515;31890;146009;140;         ;134227;97702;6730930513
2.7608950497;3.00287929581;5002;12516;48623;134243;48623;7516;31891;146009;140;         ;134243;97702;6730881890
2.7611829792;3.00287929581;5002;12517;48623;134257;48623;7517;31892;146009;140;         ;134257;97702;6730833267
2.7613063776;3.00287929581;5002;12518;48623;134263;48623;7518;31893;146009;140;         ;134263;97702;6730784644
2.7614297760;3.00287929581;5002;12519;48623;134269;48623;7519;31894;146009;140;         ;134269;97702;6730736021
2.7617999712;3.00287929581;5002;12520;48623;134287;48623;7520;31895;146009;140;         ;134287;97702;6730687398
2.7618822368;3.00287929581;5002;12521;48623;134291;48623;7521;31896;146009;140;         ;134291;97702;6730638775
2.7619233696;3.00287929581;5002;12522;48623;134293;48623;7522;31897;146009;140;         ;134293;97702;6730590152
2.7626226272;3.00287929581;5002;12523;48623;134327;48623;7523;31898;146009;140;         ;134327;97702;6730541529
2.7627460255;3.00287929581;5002;12524;48623;134333;48623;7524;31899;146009;140;         ;134333;97702;6730492906
2.7628694239;3.00287929581;5002;12525;48623;134339;48623;7525;31900;146009;140;         ;134339;97702;6730444283
2.7629105567;3.00287929581;5002;12526;48623;134341;48623;7526;31901;146009;140;         ;134341;97702;6730395660
2.7631573535;3.00287929581;5002;12527;48623;134353;48623;7527;31902;146009;140;         ;134353;97702;6730347037
2.7632807519;3.00287929581;5002;12528;48623;134359;48623;7528;31903;146009;140;         ;134359;97702;6730298414
2.7633630175;3.00287929581;5002;12529;48623;134363;48623;7529;31904;146009;140;         ;134363;97702;6730249791
2.7634864159;3.00287929581;5002;12530;48623;134369;48623;7530;31905;146009;140;         ;134369;97702;6730201168
2.7635275487;3.00287929581;5002;12531;48623;134371;48623;7531;31906;146009;140;         ;134371;97702;6730152545
2.7641034079;3.00287929581;5002;12532;48623;134399;48623;7532;31907;146009;140;         ;134399;97702;6730103922
2.7641445406;3.00287929581;5002;12533;48623;134401;48623;7533;31908;146009;140;         ;134401;97702;6730055299
2.7644736030;3.00287929581;5002;12534;48623;134417;48623;7534;31909;146009;140;         ;134417;97702;6730006676
2.7648849310;3.00287929581;5002;12535;48623;134437;48623;7535;31910;146009;140;         ;134437;97702;6729958053
2.7650083294;3.00287929581;5002;12536;48623;134443;48623;7536;31911;146009;140;         ;134443;97702;6729909430
2.7655841886;3.00287929581;5002;12537;48623;134471;48623;7537;31912;146009;140;         ;134471;97702;6729860807
2.7659543837;3.00287929581;5002;12538;48623;134489;48623;7538;31913;146009;140;         ;134489;97702;6729812184
2.7662423133;3.00287929581;5002;12539;48623;134503;48623;7539;31914;146009;140;         ;134503;97702;6729763561
2.7663245789;3.00287929581;5002;12540;48623;134507;48623;7540;31915;146009;140;         ;134507;97702;6729714938
2.7664479773;3.00287929581;5002;12541;48623;134513;48623;7541;31916;146009;140;         ;134513;97702;6729666315
2.7678464924;3.00287929581;5002;12542;48623;134581;48623;7542;31917;146009;140;         ;134581;97702;6729617692
2.7679698908;3.00287929581;5002;12543;48623;134587;48623;7543;31918;146009;140;         ;134587;97702;6729569069
2.7680521564;3.00287929581;5002;12544;48623;134591;48623;7544;31919;146009;140;         ;134591;97702;6729520446
2.7680932892;3.00287929581;5002;12545;48623;134593;48623;7545;31920;146009;140;         ;134593;97702;6729471823
2.7681755548;3.00287929581;5002;12546;48623;134597;48623;7546;31921;146009;140;         ;134597;97702;6729423200
2.7684223516;3.00287929581;5002;12547;48623;134609;48623;7547;31922;146009;140;         ;134609;97702;6729374577
2.7690393435;3.00287929581;5002;12548;48623;134639;48623;7548;31923;146009;140;         ;134639;97702;6729325954
2.7696563355;3.00287929581;5002;12549;48623;134669;48623;7549;31924;146009;140;         ;134669;97702;6729277331
2.7698208667;3.00287929581;5002;12550;48623;134677;48623;7550;31925;146009;140;         ;134677;97702;6729228708
2.7699031323;3.00287929581;5002;12551;48623;134681;48623;7551;31926;146009;140;         ;134681;97702;6729180085
2.7699442651;3.00287929581;5002;12552;48623;134683;48623;7552;31927;146009;140;         ;134683;97702;6729131462
2.7702733274;3.00287929581;5002;12553;48623;134699;48623;7553;31928;146009;140;         ;134699;97702;6729082839
2.7704378586;3.00287929581;5002;12554;48623;134707;48623;7554;31929;146009;140;         ;134707;97702;6729034216
2.7709314522;3.00287929581;5002;12555;48623;134731;48623;7555;31930;146009;140;         ;134731;97702;6728985593
2.7711371162;3.00287929581;5002;12556;48623;134741;48623;7556;31931;146009;140;         ;134741;97702;6728936970
2.7713839130;3.00287929581;5002;12557;48623;134753;48623;7557;31932;146009;140;         ;134753;97702;6728888347
2.7718775065;3.00287929581;5002;12558;48623;134777;48623;7558;31933;146009;140;         ;134777;97702;6728839724
2.7721243033;3.00287929581;5002;12559;48623;134789;48623;7559;31934;146009;140;         ;134789;97702;6728791101
2.7724944985;3.00287929581;5002;12560;48623;134807;48623;7560;31935;146009;140;         ;134807;97702;6728742478
2.7731114904;3.00287929581;5002;12561;48623;134837;48623;7561;31936;146009;140;         ;134837;97702;6728693855
2.7731526232;3.00287929581;5002;12562;48623;134839;48623;7562;31937;146009;140;         ;134839;97702;6728645232
2.7733994200;3.00287929581;5002;12563;48623;134851;48623;7563;31938;146009;140;         ;134851;97702;6728596609
2.7735228184;3.00287929581;5002;12564;48623;134857;48623;7564;31939;146009;140;         ;134857;97702;6728547986
2.7737284824;3.00287929581;5002;12565;48623;134867;48623;7565;31940;146009;140;         ;134867;97702;6728499363
2.7738518808;3.00287929581;5002;12566;48623;134873;48623;7566;31941;146009;140;         ;134873;97702;6728450740
2.7741398104;3.00287929581;5002;12567;48623;134887;48623;7567;31942;146009;140;         ;134887;97702;6728402117
2.7745922711;3.00287929581;5002;12568;48623;134909;48623;7568;31943;146009;140;         ;134909;97702;6728353494
2.7747568023;3.00287929581;5002;12569;48623;134917;48623;7569;31944;146009;140;         ;134917;97702;6728304871
2.7748390679;3.00287929581;5002;12570;48623;134921;48623;7570;31945;146009;140;         ;134921;97702;6728256248
